index,descriptors,relative_frequency
"Nebbiolo, Lombardy, Northwest Italy, Italy",perfumed,0.01
"Cabernet Sauvignon, Santa Barbara, Central Coast, California, USA",ripe,0.01
"Zinfandel, Paso Robles, Central Coast, California, USA",toast,0.00
"Bordeaux-style Red Blend, Sonoma Valley, North Coast, California, USA",toast,0.01
"Syrah, Western Australia, Australia",fruit-forward,0.01
"Syrah, Southern Oregon, Oregon, USA",pomegranate,0.01
"Chardonnay, Cote de Beaune, Burgundy, France",lime,0.00
"Turbiana, Italian White, Lombardy, Northwest Italy, Italy",almond,0.01
"Bordeaux-style Red Blend, Libournais, Bordeaux, France",vanilla,0.00
"Sauvignon Blanc, Columbia Valley, Washington, USA",petrol,0.01
"Zinfandel, Sonoma Valley, North Coast, California, USA",coffee,0.01
"Red Blends, Red Blends, Cachapoal Valley, Central Valley, Chile",herbacious,0.01
"Pinot Noir, Santa Barbara, Central Coast, California, USA",game,0.00
"Red Blends, Red Blends, Tuscany, Central Italy, Italy",perfumed,0.00
"Sagrantino, Italian Red, Umbria, Central Italy, Italy",menthol,0.01
"Malbec, Mendoza, Argentina",cassis,0.00
"Chardonnay, Sonoma Valley, North Coast, California, USA",brioche,0.00
"White Blend, Veneto, Northeast Italy, Italy",pineapple,0.01
"Red Blends, Red Blends, Maule Valley, Central Valley, Chile",raspberry,0.01
"Cabernet Sauvignon, Inland Valleys, California, USA",savory,0.01
"Red Blends, Red Blends, Sierra Foothills, California, USA",super_ripe,0.01
"White Blend, Columbia Valley, Washington, USA",berry,0.01
"Chardonnay, Mendocino, North Coast, California, USA",kiwi,0.00
"Bordeaux-style Red Blend, San Francisco Bay, Central Coast, California, USA",root,0.02
"Red Blends, Red Blends, Coastal Region, South Africa",allspice,0.01
"Cabernet Franc, Finger Lakes, New York, USA",lactic,0.00
"Red Blends, Red Blends, Mendoza, Argentina",stemmy,0.01
"Syrah, Northern Rhone, Rhone Valley, France",asphalt,0.00
"Chardonnay, Napa Valley, North Coast, California, USA",wood,0.01
"Red Blends, Red Blends, South Australia, Australia",coffee,0.01
"Chardonnay, Willamette Valley, Oregon, USA",orange,0.00
"Tempranillo, Castilla and Leon, Northwest Spain, Spain",game,0.01
"Bordeaux-style Red Blend, Columbia Valley, Washington, USA",jam,0.00
"Cabernet Franc, Long Island, New York, USA",fruit-forward,0.01
"Chardonnay, San Francisco Bay, Central Coast, California, USA",lees,0.00
"Cabernet Sauvignon, Napa Valley, North Coast, California, USA",coconut,0.01
"Malbec, Southwest France, France",strawberry,0.00
"Pinot Noir, Mendocino, North Coast, California, USA",leather,0.00
"Red Blends, Red Blends, Sonoma Valley, North Coast, California, USA",american_oak,0.01
"Chardonnay, San Luis Obispo, Central Coast, California, USA",jasmine,0.01
"Merlot, Long Island, New York, USA",smoked_meat,0.01
"Tempranillo, Columbia Valley, Washington, USA",plum,0.01
"Syrah, Columbia Valley, Washington, USA",french_oak,0.01
"Chardonnay, Mendoza, Argentina",spice,0.01
"Syrah, Coastal Region, South Africa",tobacco,0.00
"Cabernet Sauvignon, Columbia Valley, Washington, USA",american_oak,0.00
"Sauvignon Blanc, Clear Lake, North Coast, California",tarragon,0.01
"Riesling, Nahe, Germany",petrol,0.01
"Tinto Fino, Tempranillo, Castilla and Leon, Northwest Spain, Spain",lactic,0.01
"Pinot Grigio, Alsace, France",lime,0.00
"Grenache, South Australia, Australia",smoke,0.01
"Bordeaux-style Red Blend, Medoc, Bordeaux, France",reductive,0.00
"Sauvignon Blanc, Santa Barbara, Central Coast, California, USA",rocky,0.01
"Sauvignon Blanc, Casablanca Valley, Aconcagua Region, Chile",lettuce,0.01
"Bordeaux-style Red Blend, Mendoza, Argentina",medicinal,0.01
"Bordeaux-style Red Blend, Coastal Region, South Africa",jam,0.01
"Malbec, Colchagua Valley, Central Valley, Chile",oil,0.01
"Pinot Grigio, Friuli-Venezia Giulia, Northeast Italy, Italy",graphite,0.01
"Syrah, Sonoma Valley, North Coast, California, USA",inky,0.00
"Nebbiolo, Piedmont, Northwest Italy, Italy",eucalyptus,0.00
"Red Blends, Red Blends, La Rioja, Northeast Spain, Spain",licorice,0.01
"Pinot Noir, Monterey, Central Coast, California, USA",funky,0.01
"Cabernet Sauvignon, Paso Robles, Central Coast, California, USA",olive,0.01
"Merlot, Colchagua Valley, Central Valley, Chile",cola,0.01
"Sauvignon Blanc, Centre, Loire Valley, France",peach,0.00
"Pinot Noir, Southern Oregon, Oregon, USA",orange,0.01
"Montepulciano, Italian Red, Abruzzo, Central Italy, Italy",inky,0.01
"Riesling, Mosel, Germany",steel,0.00
"Pinot Noir, Napa-Sonoma, North Coast, California, USA",black_cherry,0.00
"Cabernet Sauvignon, Colchagua Valley, Central Valley, Chile",licorice,0.00
"Pinot Grigio, Willamette Valley, Oregon, USA",fruity,0.00
"Cabernet Sauvignon, Mendoza, Argentina",blueberry,0.01
"Merlot, Maule Valley, Central Valley, Chile",vegetal,0.01
"Malbec, Columbia Valley, Washington, USA",cassis,0.00
"Sauvignon Blanc, Sonoma Valley, North Coast, California, USA",neutral_oak,0.01
"Merlot, Columbia Valley, Washington, USA",olive,0.00
"Sauvignon Blanc, Friuli-Venezia Giulia, Northeast Italy, Italy",kiwi,0.01
"Cabernet Sauvignon, South Australia, Australia",menthol,0.00
"Riesling, Finger Lakes, New York, USA",steel,0.01
"Grenache, Columbia Valley, Washington, USA",oil,0.01
"Tempranillo, Southern Oregon, Oregon, USA",chalk,0.01
"Red Blends, Red Blends, Castilla-La Mancha, Central Spain, Spain",red_fruit,0.01
"Chardonnay, Champagne, France",grass,0.00
"Cabernet Sauvignon, San Francisco Bay, Central Coast, California, USA",leather,0.01
"Riesling, Columbia Valley, Washington, USA",cracker,0.00
"Riesling, South Australia, Australia",botrytis,0.01
"Zinfandel, Napa Valley, North Coast, California, USA",tar,0.01
"Red Blends, Red Blends, Valencia, Northeast Spain, Spain",red_currant,0.01
"Syrah, Sierra Foothills, California, USA",granite,0.01
"Syrah, Paso Robles, Central Coast, California, USA",spice,0.01
"Pinot Noir, San Francisco Bay, Central Coast, California, USA",oak,0.01
"Sangiovese, Columbia Valley, Washington, USA",peach,0.00
"Pinot Noir, San Luis Obispo, Central Coast, California, USA",savory,0.01
"Sauvignon Blanc, Marlborough, New Zealand",herbacious,0.01
"White Blend, Burgenland, Austria",nutmeg,0.01
"Zinfandel, Sierra Foothills, California, USA",overripe,0.00
"Riesling, Rheingau, Germany",juicy,0.00
"Cabernet Franc, Napa Valley, North Coast, California, USA",game,0.01
"Pinot Noir, Marlborough, New Zealand",moss,0.00
"Cabernet Sauvignon, Western Australia, Australia",super_ripe,0.01
"Gruner Veltliner, Niederosterreich, Austria",melon,0.00
"Pinot Noir, Central Otago, New Zealand",bay_leaf,0.00
"Pinot Noir, Finger Lakes, New York, USA",herb,0.01
"White Blend, Friuli-Venezia Giulia, Northeast Italy, Italy",pepper,0.01
"Sauvignon Blanc, Curico Valley, Central Valley, Chile",pulpy,0.01
"Bordeaux-style Red Blend, Paso Robles, Central Coast, California, USA",strawberry,0.01
"Chardonnay, Columbia Valley, Washington, USA",caramel,0.00
"Tempranillo, Castilla-La Mancha, Central Spain, Spain",prune,0.01
"Pinot Noir, Alsace, France",leafy,0.00
"Red Blends, Red Blends, Maipo Valley, Central Valley, Chile",oily,0.01
"Tempranillo Blend, Tempranillo, Castilla and Leon, Northwest Spain, Spain",game,0.00
"Bordeaux-style Red Blend, Napa Valley, North Coast, California, USA",meat,0.01
"Pinot Noir, Cote de Beaune, Burgundy, France",super_ripe,0.00
"Red Blends, Red Blends, Southwest France, France",sulfur,0.00
"Syrah, Santa Barbara, Central Coast, California, USA",graphite,0.00
"Sauvignon Blanc, Napa Valley, North Coast, California, USA",passion_fruit,0.01
"Red Blends, Red Blends, Paso Robles, Central Coast, California, USA",salinity,0.01
"Pinot Grigio, Marlborough, New Zealand",mint,0.01
"Gamay, Beaujolais, France",herb,0.00
"Chardonnay, Santa Barbara, Central Coast, California, USA",melon,0.01
"Chardonnay, Colchagua Valley, Central Valley, Chile",minerality,0.01
"Zinfandel, Mendocino, North Coast, California, USA",toast,0.01
"Syrah, South Australia, Australia",dark_fruit,0.00
"Pinot Noir, Sonoma Valley, North Coast, California, USA",bramble,0.00
"Syrah, Colchagua Valley, Central Valley, Chile",flower,0.01
"Merlot, Mendoza, Argentina",apple_sauce,0.01
"Glera, Italian White, Veneto, Northeast Italy, Italy",toasted_almond,0.00
"Red Blends, Red Blends, Colchagua Valley, Central Valley, Chile",herbacious,0.00
"Grenache, Aragon, Northeast Spain, Spain",red_berry,0.01
"Nerello Mascalese, Italian Red, Sicily, Southern Italy, Italy",grapey,0.01
"Sauvignon Blanc, Coastal Region, South Africa",earth,0.01
"Chardonnay, Napa-Sonoma, North Coast, California, USA",tangerine,0.00
"Riesling, Rheinhessen, Germany",steel,0.01
"White Blend, La Rioja, Northeast Spain, Spain",stalky,0.01
"Merlot, Sonoma Valley, North Coast, California, USA",tropical_fruit,0.01
"Pinot Noir, Mendoza, Argentina",grass,0.01
"Chardonnay, Long Island, New York, USA",stone_fruit,0.00
"White Blend, Sicily, Southern Italy, Italy",yeast,0.01
"Red Blends, Red Blends, Castilla and Leon, Northwest Spain, Spain",candy,0.01
"Grenache, Navarra, Northeast Spain, Spain",bramble,0.01
"White Blend, Tuscany, Central Italy, Italy",honeysuckle,0.01
"Chardonnay, Finger Lakes, New York, USA",clove,0.00
"Grenache, Santa Barbara, Central Coast, California, USA",thyme,0.01
"Riesling, Pfalz, Germany",slick,0.00
"Red Blends, Red Blends, Murcia, Northeast Spain, Spain",overripe,0.01
"Viognier, Santa Barbara, Central Coast, California, USA",ginger,0.01
"Cabernet Franc, Mendoza, Argentina",weed,0.01
"Sauvignon Blanc, Steiermark, Austria",gooseberry,0.01
"Red Blends, Red Blends, Veneto, Northeast Italy, Italy",cocoa,0.00
"Red Blends, Red Blends, Navarra, Northeast Spain, Spain",asphalt,0.01
"Petite Sirah, Paso Robles, Central Coast, California, USA",oak,0.01
"White Blend, Catalunya, Northeast Spain, Spain",smoke,0.01
"Bordeaux-style Red Blend, Virginia, USA",raspberry,0.01
"Chardonnay, Monterey, Central Coast, California, USA",brioche,0.01
"Chardonnay, Western Australia, Australia",lees,0.01
"Riesling, Willamette Valley, Oregon, USA",mint,0.00
"Red Blends, Red Blends, Catalunya, Northeast Spain, Spain",black_fruit,0.00
"Bordeaux-style Red Blend, Graves, Bordeaux, France",cassis,0.00
"Merlot, Maipo Valley, Central Valley, Chile",boysenberry,0.01
"Red Blends, Red Blends, Aragon, Northeast Spain, Spain",mint,0.01
"Chardonnay, Chablis, Burgundy, France",salinity,0.00
"Sauvignon Blanc, San Antonio, Aconcagua Region, Chile",pith,0.01
"Chardonnay, Casablanca Valley, Aconcagua Region, Chile",underripe,0.00
"Cabernet Sauvignon, Maule Valley, Central Valley, Chile",caramel,0.01
"Tinto del Pais, Tempranillo, Castilla and Leon, Northwest Spain, Spain",grass,0.01
"Cabernet Sauvignon, Coastal Region, South Africa",cigar_box,0.01
"Syrah, Maipo Valley, Central Valley, Chile",sweat,0.01
"Pinot Noir, Wairarapa, New Zealand",spice,0.01
"Merlot, Napa Valley, North Coast, California, USA",herbacious,0.00
"Riesling, Niederosterreich, Austria",tangerine,0.01
"Riesling, Alsace, France",lime_peel,0.00
"Cabernet Sauvignon, Maipo Valley, Central Valley, Chile",toast,0.01
"Red Blends, Red Blends, Sicily, Southern Italy, Italy",cured_meat,0.00
"Zinfandel, Inland Valleys, California, USA",minerality,0.00
"Chardonnay, Victoria, Australia",toasted_hazelnut,0.01
"Aglianico, Italian Red, Campania, Southern Italy, Italy",cassis,0.00
"Syrah, Victoria, Australia",rocks,0.01
"Chardonnay, South Australia, Australia",wax,0.00
"Sauvignon Blanc, Mendoza, Argentina",orange,0.01
"Pinot Noir, Casablanca Valley, Aconcagua Region, Chile",game,0.00
"Sangiovese, Tuscany, Central Italy, Italy",rose_violet,0.00
"Red Blends, Red Blends, Napa Valley, North Coast, California, USA",graham_cracker,0.00
"Tinta de Toro, Tempranillo, Castilla and Leon, Northwest Spain, Spain",bramble,0.01
"Cabernet Sauvignon, Sonoma Valley, North Coast, California, USA",cola,0.01
"Cabernet Sauvignon, Curico Valley, Central Valley, Chile",spearmint,0.01
"Bordeaux-style Red Blend, Hawkes Bay, New Zealand",juicy,0.01
"Pinot Grigio, Columbia Valley, Washington, USA",mint,0.00
"Tempranillo Blend, Tempranillo, La Rioja, Northeast Spain, Spain",mulch,0.00
"Tempranillo, La Rioja, Northeast Spain, Spain",coffee,0.01
"Pinot Noir, Cote de Nuits, Burgundy, France",rose,0.00
"Pinot Noir, Willamette Valley, Oregon, USA",vanilla,0.00
"Cabernet Franc, Columbia Valley, Washington, USA",dill,0.00
"Viognier, Columbia Valley, Washington, USA",concrete,0.00
"Red Blends, Red Blends, Columbia Valley, Washington, USA",wood,0.00
"Garganega, Italian White, Veneto, Northeast Italy, Italy",lactic,0.01
"Chardonnay, Coastal Region, South Africa",marmalade,0.01
"Chardonnay, Maconnais, Burgundy, France",almond,0.00
"Petite Sirah, Sierra Foothills, California, USA",american_oak,0.01
"Nero dAvola, Italian Red, Sicily, Southern Italy, Italy",new_oak,0.00
"Merlot, Paso Robles, Central Coast, California, USA",burnt,0.01
"Syrah, Mendoza, Argentina",menthol,0.01
"Bordeaux-style Red Blend, Bourg & Blaye, Bordeaux, France",limestone,0.00
"Nebbiolo, Lombardy, Northwest Italy, Italy",strawberry,0.01
"Cabernet Sauvignon, Santa Barbara, Central Coast, California, USA",blackcurrant,0.01
"Zinfandel, Paso Robles, Central Coast, California, USA",reductive,0.00
"Bordeaux-style Red Blend, Sonoma Valley, North Coast, California, USA",soil,0.01
"Syrah, Western Australia, Australia",cedar,0.01
"Syrah, Southern Oregon, Oregon, USA",leafy,0.01
"Chardonnay, Cote de Beaune, Burgundy, France",green_fruit,0.00
"Turbiana, Italian White, Lombardy, Northwest Italy, Italy",cut_grass,0.01
"Bordeaux-style Red Blend, Libournais, Bordeaux, France",mushroom,0.00
"Sauvignon Blanc, Columbia Valley, Washington, USA",orange_blossom,0.01
"Zinfandel, Sonoma Valley, North Coast, California, USA",mint,0.01
"Pinot Noir, Santa Barbara, Central Coast, California, USA",iron,0.00
"Red Blends, Red Blends, Tuscany, Central Italy, Italy",stewed_prune,0.00
"Sagrantino, Italian Red, Umbria, Central Italy, Italy",jam,0.01
"Malbec, Mendoza, Argentina",salinity,0.00
"Chardonnay, Sonoma Valley, North Coast, California, USA",matchstick,0.00
"White Blend, Veneto, Northeast Italy, Italy",spice,0.01
"Cabernet Sauvignon, Inland Valleys, California, USA",diesel,0.01
"Red Blends, Red Blends, Sierra Foothills, California, USA",dust,0.01
"White Blend, Columbia Valley, Washington, USA",french_oak,0.01
"Chardonnay, Mendocino, North Coast, California, USA",tropical_fruit,0.00
"Red Blends, Red Blends, Coastal Region, South Africa",dust,0.01
"Cabernet Franc, Finger Lakes, New York, USA",jelly,0.00
"Red Blends, Red Blends, Mendoza, Argentina",raisin_prune,0.00
"Syrah, Northern Rhone, Rhone Valley, France",rose,0.00
"Chardonnay, Napa Valley, North Coast, California, USA",orange_blossom,0.01
"Red Blends, Red Blends, South Australia, Australia",perfumed,0.01
"Chardonnay, Willamette Valley, Oregon, USA",pine,0.00
"Tempranillo, Castilla and Leon, Northwest Spain, Spain",blueberry,0.01
"Bordeaux-style Red Blend, Columbia Valley, Washington, USA",blueberry,0.00
"Cabernet Franc, Long Island, New York, USA",weed,0.01
"Chardonnay, San Francisco Bay, Central Coast, California, USA",hay,0.00
"Cabernet Sauvignon, Napa Valley, North Coast, California, USA",currant,0.01
"Malbec, Southwest France, France",cement,0.00
"Pinot Noir, Mendocino, North Coast, California, USA",herb,0.00
"Red Blends, Red Blends, Sonoma Valley, North Coast, California, USA",super_ripe,0.01
"Chardonnay, San Luis Obispo, Central Coast, California, USA",french_oak,0.01
"Merlot, Long Island, New York, USA",dust,0.01
"Tempranillo, Columbia Valley, Washington, USA",graphite,0.01
"Syrah, Columbia Valley, Washington, USA",huckleberry,0.00
"Chardonnay, Mendoza, Argentina",burnt,0.01
"Syrah, Coastal Region, South Africa",prune,0.00
"Cabernet Sauvignon, Columbia Valley, Washington, USA",sappy,0.00
"Sauvignon Blanc, Clear Lake, North Coast, California",orange,0.01
"Riesling, Nahe, Germany",honeycomb,0.01
"Tinto Fino, Tempranillo, Castilla and Leon, Northwest Spain, Spain",tar,0.01
"Pinot Grigio, Alsace, France",vanilla,0.00
"Grenache, South Australia, Australia",menthol,0.01
"Bordeaux-style Red Blend, Medoc, Bordeaux, France",licorice,0.00
"Sauvignon Blanc, Santa Barbara, Central Coast, California, USA",flower,0.01
"Sauvignon Blanc, Casablanca Valley, Aconcagua Region, Chile",pear,0.01
"Bordeaux-style Red Blend, Mendoza, Argentina",apple,0.01
"Bordeaux-style Red Blend, Coastal Region, South Africa",mulberry,0.01
"Malbec, Colchagua Valley, Central Valley, Chile",coffee,0.01
"Pinot Grigio, Friuli-Venezia Giulia, Northeast Italy, Italy",nectarine,0.01
"Syrah, Sonoma Valley, North Coast, California, USA",grapey,0.00
"Nebbiolo, Piedmont, Northwest Italy, Italy",prune,0.00
"Red Blends, Red Blends, La Rioja, Northeast Spain, Spain",tire_rubber,0.01
"Pinot Noir, Monterey, Central Coast, California, USA",cranberry_pomegranate,0.01
"Cabernet Sauvignon, Paso Robles, Central Coast, California, USA",raisin,0.01
"Merlot, Colchagua Valley, Central Valley, Chile",grilled_meat,0.01
"Sauvignon Blanc, Centre, Loire Valley, France",pear,0.00
"Pinot Noir, Southern Oregon, Oregon, USA",pie,0.01
"Montepulciano, Italian Red, Abruzzo, Central Italy, Italy",overripe,0.01
"Riesling, Mosel, Germany",wet_rocks,0.00
"Pinot Noir, Napa-Sonoma, North Coast, California, USA",nutmeg,0.00
"Cabernet Sauvignon, Colchagua Valley, Central Valley, Chile",stalky,0.00
"Pinot Grigio, Willamette Valley, Oregon, USA",guava,0.00
"Cabernet Sauvignon, Mendoza, Argentina",chocolate,0.00
"Merlot, Maule Valley, Central Valley, Chile",smoke,0.01
"Malbec, Columbia Valley, Washington, USA",huckleberry,0.00
"Sauvignon Blanc, Sonoma Valley, North Coast, California, USA",perfumed,0.01
"Merlot, Columbia Valley, Washington, USA",chalk,0.00
"Cabernet Sauvignon, South Australia, Australia",baking_spices,0.00
"Riesling, Finger Lakes, New York, USA",saffron,0.01
"Grenache, Columbia Valley, Washington, USA",olive,0.01
"Tempranillo, Southern Oregon, Oregon, USA",new_oak,0.01
"Red Blends, Red Blends, Castilla-La Mancha, Central Spain, Spain",funky,0.01
"Chardonnay, Champagne, France",popcorn,0.00
"Cabernet Sauvignon, San Francisco Bay, Central Coast, California, USA",spearmint,0.01
"Riesling, Columbia Valley, Washington, USA",oil,0.00
"Riesling, South Australia, Australia",fruity,0.01
"Zinfandel, Napa Valley, North Coast, California, USA",french_oak,0.01
"Red Blends, Red Blends, Valencia, Northeast Spain, Spain",moss,0.01
"Syrah, Sierra Foothills, California, USA",yeast,0.01
"Syrah, Paso Robles, Central Coast, California, USA",berry,0.01
"Pinot Noir, San Francisco Bay, Central Coast, California, USA",raisin,0.00
